TYPEAHEAD,YRKE
Ful,Fullmektig (bibliotek)
Før,Førstefullmektig (bibliotek)
Bib,Biblioteksekretær
Vak,Vakt (bibliotek)
Kod,Koder
Ark,Arkivmedarbeidar
Før,Førstefullmektig (arkiv)
Pur,Purserassistent (sjø)
Ste,Steward/stewardess
Bil,Billettkontrollør (buss sporvogn t-bane tog)
Kon,Konduktørassistent
Pub,Publikumsvert
Rei,Reiselivsmedarbeider
Tur,Turkonsulent
For,Forpleiningssjef
Anl,Anleggskokk
Kok,Kokk (internasjonal matlaging)
Fro,Frokostkokk
Kaf,Kafekokk
Pro,Produksjonsleder (anretning)
Sus,Sushikokk
Gou,Gourmet-kokk
Hje,Hjelpekokk
Kok,Kokk (skip)
Hov,Hovmesterassistent
Kon,Konferansesjef
Kur,Kursvert/-vertinne
Fro,Frokostservitør
Sel,Selskapsservitør
Som,Sommelierservitør
Bar,Baransvarlig
Bar,Barkeeper
Ølt,Øltapper
Fri,Frisørsvenn
Dam,Dame- og herrefrisør
Fri,Frisørlærling
Fot,Fotpleier
Skj,Skjønnhetsterapeut
Bea,Beauty terapeut
Kro,Kroppsterapeut
SPA,SPA-terapeut
Kro,Kroppsmaler
Mas,Massasjeterapeut
Mak,Make-Up artist
Neg,Negledesigner
Son,Soneleder (hjemmehjelp)
Int,Internathusfar
Int,Internathusmor
Nat,Nattevakt  (internat)
Int,Internatgruppeleder
Gru,Gruppeassistent
Fag,Fagarbeider (park og idrettsanlegg)
Hal,Hallbetjent
Kir,Kirkegårdforstander
Kir,Kirkevaktmester
Kir,Kirkegårdsforvalter
Ved,Vedlikeholdstekniker
Vak,Vaktmester I
Por,Portner
Ped,Pedell
Opp,Oppsynsmann
Sko,Skolevaktmester
Hje,Hjelpevaktmester
Ved,Vedlikeholdsoperatør
Und,Underverksmester
Til,Tilsynsvaktmester
Kje,Kjelepasser
Dri,Driftsassistent (vaktmester)
Dri,Driftsleder (vaktmester)
Dri,Driftstekniker (vaktmester)
Bas,Bassengpasser
Bed,Bedemann
Kre,Krematoriebetjent
Kre,Krematoriearbeider
Før,Førerhundinstruktør
Før,Førerhundaspirant
Ins,Instruktør (hundeskole)
MC-,MC-instruktør
Kjø,Kjørelærer
Kjø,Kjøreskolelærer
Før,Førerprøvesensor
Kjø,Kjøreskoleinstruktør
Bok,Bokansvarlig
Avd,Avdelingsleder (butikk)
Avd,Avdelingssjef (butikk)
Fru,Frukt/grønt-ansvarlig (butikk)
Bru,Bruktbilselger
Bru,Bruktbilansvarlig
Jun,Juniorselger
Byg,Byggevareekspeditør
Lås,Låseansvarlig (butikk)
Bes,Bestillingsansvarlig
Utl,Utleieassistent
Med,Medarbeider (butikk)
Byg,Byggevareselger
Ski,Skiftleder (Butikk)
Fot,Fotoselger
Int,Interiør-/småvareansvarlig
Int,Interiørselger
Kjø,Kjøkkenkonsulent
Kon,Konfeksjonsselger
Led,Lederaspirant (butikk)
Nat,Nattevakt (varehandel)
Pro,Produktansvarlig (butikk)
But,Butikkfunksjonær
Blo,Blomstermedarbeider
But,Butikkassistent
But,Butikkekspeditør
Dag,Dagsoppgjørsansvarlig
Del,Delelageransvarlig
Del,Delelagerekspeditør
Eks,Ekstrahjelp (butikk)
Fer,Ferskvaremedarbeider
Bru,Brunevareselger
But,Butikkbetjent
But,Butikkhjelp
But,Butikkselger
Var,Varefremmer
Var,Vareplasserer
Tea,Teamleder (detalj)
Kom,Kommunikatør
Kun,Kundebehandler (detalj)
Kun,Kundekonsulent (detalj)
Kun,Kundeoppfølger
Kun,Kunderådgiver (detalj)
Kun,Kundeservicemedarbeider
Med,Mediaselger
Pro,Prosjektselger
Sal,Sales Executive
Sal,Sales Representative
Lod,Loddselger
Dat,Dataselger
Dea,Dealer account manager
Bed,Bedriftsselger
Kun,Kundekonsulent (callsenter)
Tel,Telemarketingselger
Tel,Telesales
Ann,Annonsekoordinator
Med,Medikonsulenter
Løs,Løsningsselger
Pro,Produktselger
Del,Deleselger
Sol,Solvert/-vertinne
Bok,Bokhandlermedhjelper
Før,Førstekasserer (butikk)
Kas,Kasserer (butikk)
Eks,Ekspedent
Kas,Kassebetjening
Kio,Kioskarbeider
Kun,Kundebehandler (butikk)
Opt,Optikerassistent
Bil,Billettkontrollør
Bil,Billettkasserer
Kun,Kundebehandler (billettekspedisjon)
Bil,Billettekspeditør
Bil,Billettforvalter
Bom,Bombetjent
Dem,Demonstrasjonsdame/-mann (salg)
Tel,Telefonselger
Kun,Kundekonsulent (telefonsalg)
Tel,Telefonkonsulent (salg)
Ann,Annonseselger
Kon,Konsulent (annonsesalg)
Ann,Annonsekonsulent (selger)
Ann,Annonsekonsulent (avis)
Ski,Skiftleder (bensinstasjon)
Smø,Smører (bensinstasjon)
Sta,Stasjonsmedarbeider (bensinstasjon)
kaf,kafearbeider (servering)
Lea,Leasingsmedarbeider (bil)
Ser,Servicearbeider (barne- og ungdomsarbeid)
Mil,Miljøterapeut (barne- og ungdomsarbeid)
Mil,Miljøarbeider (barne- og ungdomsarbeid)
Ass,Assistent (skolefritidsordning)
Sko,Skolefritidsassistent
Stø,Støtteassistent (barnehage)
Bar,Barnehagemedarbeider
Fag,Fagarbeider (barnehage)
Mor,Morsmålsassistent
Jun,Juniorassistent
Mil,Miljøarbeider (barnehage)
Ass,Assistent (familiebarnehage)
Ass,Assistent (barnehage)
Fri,Friluftsparkassistent
Tos,Tospråklig assistent
Pra,Praktikant (barnehage)
Par,Parkassistent
Dag,Dagmamma/-pappa
Hje,Hjemmeværende husmor/-far
Fos,Fostermor/-far
Pra,Praktikant (barnepass)
Bar,Barnevakt
Klu,Klubbassistent (fritidsklubb)
Ung,Ungdomsklubbarbeider
Klu,Klubbarbeider (fritidsklubb)
Ass,Assistent (fritidsklubb)
Akt,Aktivitetskontakt
Lek,Leksehjelper
Fri,Fritidskontakter
Per,Personlig assistent
Arb,Arbeidsleder (barne- og ungdomsarbeid)
Ass,Assistent (SFO)
Lær,Lærerassistent
Ass,Assistent (skole)
Bar,Barneveileder
Fag,Fagarbeider (skolefritidsordning)
Akt,Aktivitetskoordinator
Arb,Arbeidtilrettelegger (arbeidsmarkedsbedrift)
Pos,Postvert (pleie- og omsorg)
Gip,Gipstekniker
Gru,Gruppeleder (pleie- og omsorg)
Psy,Psykiatrisk hjelpepleier
Pos,Postassistent (pleie- og omsorg)
Fag,Fagarbeider (pleie- og omsorg)
Oms,Omsorgsfagarbeider
Mil,Miljøterapeut (omsorgsarbeid)
Dis,Distriktsleder (omsorgsarbeid)
Ass,Assistent (omsorgsarbeid)
Lær,Lærling (helsefag)
Arb,Arbeidsleder (omsorgsarbeid)
Bol,Boligmedarbeider (ufaglært)
Ver,Verneassistent
Ste,Sterilsentralassistent
Ple,Pleiemedhjelper
Ple,Pleiemedarbeider
Ass,Assistent (alders-/pleiehjem)
Mil,Miljøarbeider (ufaglært)
Kli,Klinikkfullmektig (tannpleie)
Tan,Tannlegeassistent
Tan,Tannhelsesekretær
Kli,Klinikksekretær
Kli,Klinikkassistent (tannpleie)
Ple,Pleiemedhjelper (psykisk helsearbeid)
Ple,Pleiemedarbeider (psykisk helsearbeid)
Tek,Teknisk brannmester
Bri,Brigadeleder
Bra,Brannaspirant
Red,Redningsdykker
Svi,Svinnkontrollør
Hei,Heisvakt
Kon,Kontrollør
Pub,Publikumsvakt
Dri,Driftsbetjent
Vak,Vaktoperatør
For,Fortøyningsvakt
Gar,Garasjevakt
Elv,Elvevakt
Fis,Fiskeoppsynsmann
Til,Tilsynsvakt
Uts,Utstillingsvakt
Vak,Vaktassistent
Sik,Sikkerhetsassistent
Pas,Passkontrollør
Sik,Sikkerhetskontrollør
But,Butikkontrollør (vekter)
Tel,Telleoperatør
Ver,Verditransportør
Ber,Beredskapsvekter
Vek,Vekterlærling
Dør,Dørvert
Vak,Vakt (museum)
Bad,Badebestyrer
Bad,Bademester
Tra,Trafikkbetjent (parkering)
Par,Parkometervakt
Par,Parkeringsbetjent
Fjø,Fjørfeprodusent
Arb,Arbeidsleder (jordbruk)
Små,Småbruker
Opp,Oppdretter
Bon,Bonde
Går,Gårdsbestyrer
For,Forpakter
Lan,Landbruksvikar (kornproduksjon)
Jor,Jordbruksavløser (kornproduksjon)
Går,Gårdsbestyrer (kornproduksjon)
Går,Gårdsarbeider (kornproduksjon)
Går,Gårdbruker (kornproduksjon)
For,Forpakter (kornproduksjon)
Bon,Bonde (kornproduksjon)
Avl,Avløser (kornproduksjon)
Små,Småbruker (kornproduksjon)
Bær,Bærprodusent
Fru,Fruktdyrker
ste,steinlegger
Spe,Spesialarbeider (anleggsgartner)
For,Formann (anleggsgartner)
Fag,Fagarbeider (anleggsgartner)
Anl,Anleggsgartnertekniker
Jor,Jord- og steinarbeider
Anl,Anleggsgartnermester
Bes,Beskjærer
Gar,Gartnerimedarbeider
Avd,Avdelingsgartner
Gar,Gartneriarbeider
Ove,Overgartner
Gar,Gartnerarbeider
Gar,Gartnerformann
Gar,Gartnermedarbeider
Byg,Bygartner
Fag,Fagarbeider (gartner)
Ass,Assisterende kommunegartner
Rin,Ringleder
Lan,Landbruksvikar (melkeproduksjon)
Fag,Fagarbeider (gårdsbruk)
Lan,Landbruksvikar
Går,Gårdshjelp
Går,Gårdsarbeider (husdyrproduksjon)
Går,Gårdsarbeider (melkeproduksjon)
Jor,Jordbruksavløser (melkeproduksjon)
Jor,Jordbruksavløser (husdyrproduksjon)
Avl,Avløser (kjøttproduksjon)
Avl,Avløser (svineoppdrett)
Avl,Avløser (sauehold)
Avl,Avløser (melkeproduksjon)
Går,Gårdsbestyrer (melkeproduksjon)
Går,Gårdsbestyrer (husdyrproduksjon)
Går,Gårdbruker (melkeproduksjon)
Bon,Bonde (melkeproduksjon)
Går,Gårdsstyrer
Små,Småbruker (melkeproduksjon)
Små,Småbruker (husdyrproduksjon)
Går,Gårdbruker (husdyrproduksjon)
Ove,Overrøkter
Hus,Husdyrrøkter
Hje,Hjelperøkter
Fjø,Fjøsrøkter
For,Forpakter (melkeproduksjon)
Opp,Oppdretter (husdyrproduksjon)
Går,Gårdsarbeider (fjærfe)
Jor,Jordbruksavløser (hønseri)
Opp,Oppdretter (pelsdyr)
Pel,Pelsdyrrøkter
Pel,Pelsdyroppdretter
Går,Gårdsfullmektig
Går,Gårdsbestyrer (kombinasjonsbruk)
Går,Gårdbruker (kombinasjonsbruk)
Små,Småbruker (kombinasjonsbruk)
Jor,Jordbruksavløser (kombinasjonsbruk)
Tra,Traktorkjører (skogbruk)
Sko,Skogplanter
Las,Lastbærersjåfør
Hog,Hogstmaskinfører
Akv,Akvatekniker
Pro,Produksjonscontroller (akvakultur)
Pro,Produksjonsmedarbeider (akvakultur)
Pro,Produksjonskoordinator (akvakultur)
Fag,Fagoperatør (akvakultur)
For,Formann (akvakultur)
Fag,Fagarbeider (akvakultur)
Røk,Røkter (akvakultur)
Hav,Havfisker
Trå,Trålfisker
Snu,Snurrevadfisker
Not,Notfisker
Lin,Linefisker
Lan,Landmann
Hal,Halvlotting
Gar,Garnmann
Dyp,Dypvannsfisker
Gar,Garnfisker
Juk,Juksafisker
Kys,Kystfisker
Høv,Høvedsmann
Kys,Kystskipper
Bes,Bestmann
Vra,Vraker (fisk)
Hva,Hvalskytter
Flå,Flåer
Sky,Skytter
Fal,Fallviltjeger
Sel,Selskytter
Fas,Fasadereparatør (murer)
Mur,Murarbeider
Spe,Spesialarbeider (murer)
Mur,Murermester
Fag,Fagarbeider (murer)
For,Formann (murer)
Mur,Murmester
Mur,Murerlærling
For,Formann (steinfagarbeid)
Pro,Produksjonsmedarbeider sandtak
Bru,Bruddhellekløver
Ste,Steinfagmester
Fag,Fagarbeider (steinfag)
Ver,Verksmester (steinhoggeri)
Pro,Produksjonsarbeider (steinbrudd)
Kje,Kjerneborer
Ele,Elementmontør (betong)
Bet,Betongskjærer
Pro,Prosjektleder (betongrehabilitering)
Fas,Fasade- og betongarbeider
Ope,Operatør (betongrehabilitering)
For,Forskalingsbas
Spe,Spesialarbeider (forskalingssnekker)
Fag,Fagarbeider (forskalingssnekker)
For,Formann (forskalingssnekker)
For,Forskaler
Spe,Spesialarbeider (jernarbeid)
Fag,Fagarbeider (jernbinder)
Jer,Jernlegger
Spe,Spesialarbeider (jernbinder)
Lær,Lærling (armeringsfaget)
Spe,Spesialarbeider (betong- og grunnarbeid)
Fag,Fagarbeider (trehusproduksjon)
Pro,Produksjonsarbeider (trehusproduksjon)
Pro,Produksjonsarbeider (møbelsnekker)
Sne,Snekkerformann
Spe,Spesialarbeider (snekker)
Mas,Maskinsnekker
Ski,Skimaker
Ben,Benkesnekker
Kjø,Kjøkkenmontør
Byg,Bygningssnekker
Ska,Skadesanerer
Sne,Snekkermester
Vin,Vindusmontør
Båt,Båtinnreder
Mes,Mester i trevare- og møbelsnekkerfaget
Inn,Innredningssnekker (håndverksproduksjon)
Pro,Produksjonsmedarbeider (håndverksproduksjon)
Ind,Industrisnekker
Ska,Skadebegrenser
Him,Himlingsmontør
Dek,Dekorasjonssnekker
Arb,Arbeidsleder (trebåtbyggeri)
For,Formann (trebåtbygger)
Fag,Fagarbeider (trebåtbygger)
Mon,Montør (trebåtbygger)
Tre,Tredreiermester
Spe,Spesialarbeider (tømring)
Arb,Arbeidende formann (bygg)
Byg,Byggoperatør
Gip,Gipsmontør
Hus,Husmontør
Tøm,Tømmermann (på land)
For,Formann (tømrer)
Gip,Gipsplatearbeider
Tøm,Tømrermester
Lær,Lærling (snekkeri)
Sne,Snekkerlærling
Lær,Lærling (snekker)
Tøm,Tømrerlærling
Fag,Fagansvarlig (snekker)
For,Formann (snekkeri)
Gje,Gjerdemontør
Spe,Spesialarbeider (stillasbygger)
Fag,Fagarbeider (stillasbygger)
Sti,Stillasarbeider
Sti,Stillasmontør
Fag,Fagarbeider (taktekker)
Pla,Platemontør
Spe,Spesialarbeider (taktekker)
For,Formann (taktekker)
Fug,Fuger
Kun,Kunstformer
Mon,Montør (brannsikring)
Byg,Bygningsisolatør
Spe,Spesialarbeider (isolatør og kapsler)
Kab,Kabelarbeider (isolatør og kapsler)
For,Formann (isolatør)
Fag,Fagarbeider (isolatør)
Gla,Glassarbeider
Bil,Bilglass-/ruteskifter
Gla,Glassmontør
Mes,Mester i glassfaget
Spe,Spesialarbeider (glassarbeider)
For,Formann (glassarbeider)
Fag,Fagarbeider (glassarbeider)
Gla,Glassmestersvenn
Gla,Glassmesterlærling
Ser,Serviceleder VVS
Dri,Driftsoperatør (rørlegger VVS)
San,Sanitærrørlegger
Byg,Bygningsrørlegger
Ser,Servicerørlegger
Lek,Lekkasjesøker
Ser,Servicetekniker (VVS)
Dri,Driftsoperatør (industrirørlegger)
Anl,Anleggsrørlegger
Ind,Industrirørlegger
Ins,Instrumentrørlegger
ADK,ADK-rørlegger
Ski,Skipsrørlegger
Rør,Rørleggermester
Rør,Rørleggerkontrollør
For,Formann (rørlegger)
Fag,Fagarbeider (rørlegger)
Rør,Rørleggerlærling
Kul,Kuldetekniker
Kjø,Kjøleassistent
Kul,Kuldemaskinist
Kjø,Kjøletekniker
Kjø,Kjølemontør
Kul,Kuldemontørmester
Kul,Kuldemontørmester (rørlegger VVS)
Lær,Lærling (kuldemontør.)
Kul,Kuldemontør (elektriker)
Spe,Spesialarbeider (byggtapetserer)
Byg,Byggtapetsermester
Gul,Gulvstøper
Dri,Driftsleder (maler)
Mal,Malersvenn
Mal,Malermester
Mal,Malerbas
Spe,Spesialarbeider (maler)
For,Formann (maler)
Fag,Fagarbeider (maler)
Fag,Fagansvarlig (maler)
Møb,Møbellakkerer
Avl,Avlakkeringsoperatør
Pul,Pulverlakkerer
Lak,Lakkarbeider
Ind,Industrilakkerer
Lak,Lakktekniker
Bil,Billakkerer
Arb,Arbeidende formann (industrimaling)
Pro,Produksjonsmedarbeider (maskin- og industrimaler)
Fro,Frosioinspektør
Spe,Spesialarbeider (overflatebehandling og lakkering)
For,Formann (overflatebehandling og lakkering)
Fag,Fagarbeider (overflatebehandling og lakkering)
Spr,Sprøytelakkerer
Kor,Korrosjonsoperatør
Kor,Korrosjonsbehandler
Kor,Korrosjonsmedarbeider
Sko,Skorsteinsfeier
Spe,Spesialarbeider (feier)
Fei,Feiersvenn
Fei,Feiermester
Fag,Fagarbeider (feier)
For,Formann (feier)
Spe,Spesialarbeider (sandblåsing)
For,Formann (sandblåser)
Fag,Fagarbeider (sandblåser)
Spe,Spesialarbeider (støperi)
Kok,Kokillestøper
Stø,Støperioperatør
For,Formann (støping)
Fag,Fagarbeider (støping)
Fag,Fagoperatør (støperi)
For,Formgiver (myntproduksjon)
Pla,Plateformer
Hån,Håndformer
Mas,Maskinformer
Dim,Dimensjonskontrollør (sveising)
NDE,NDE-insepektører
MPI,MPI-kontrollør
Sen,Senior dimensjonskontrollør (sveising)
Sen,Senior sveiseinspektør
Sve,Sveiseinspektør
Gas,Gassveiser
For,Formann (sveising)
Sve,Sveiseformann
Rør,Rørsveiser
Fag,Fagarbeider (sveising)
Spe,Spesialarbeider (sveising)
Pro,Produksjonsarbeider (sveising)
Sve,Sveiserlærling
NDT,NDT-kontrollør (ultralyd)
NDT,NDT-praktikant
NDT,NDT-tekniker
NDT,NDT-kontrollør (radiografi)
NDT,NDT-kontrollør (magnetpulver/penetrant)
NDT,NDT-operatør
Lær,Lærling (NDT)
Fag,Fagarbeider (sveisekoordinator)
Ska,Skadereparatør
Ver,Verksmester (biloppretting)
Spe,Spesialarbeider (bilskadereparatør)
For,Formann (bilskadereparatør)
Kva,Kvalitetssikrer
Bil,Biloppretter
Rus,Rustbeskytter
Opp,Oppretter
Fag,Fagarbeider (bilskadereparatør)
Kar,Karosserioppretter
Hju,Hjul- og karosserimester
Ver,Verkstedmedarbeider (karosseri)
Spe,Spesialarbeider (karosseri)
Fag,Fagarbeider (karosseri)
Kar,Karosserimekaniker
Kar,Karosseriarbeider
Kob,Kobberslager
Spe,Spesialarbeider (kobber- og blikkenslager)
Kan,Kanalmontør
Kob,Kobber- og blikkenslagermester
Spe,Spesialarbeider (kopper- og blikkenslager)
Kop,Koppersmed
Kop,Kopperslager
Fag,Fagarbeider (kopper- og blikkenslager)
Kob,Kobbersmed
Kob,Kobber- og blikkenslager
Ser,Servicemontør
Fag,Fagarbeider (kobber- og blikkenslager)
Bli,Blikkenslagermester
Bli,Blikkenslager (industri)
Bli,Blikkenslager (verkstedleder)
Bil,Biloppretterlærling
Alu,Aluminiumskonstruksjonsarbeider
Mon,Montør (aluminiumsprofiler)
Tyn,Tynnplatearbeider
Pla,Platearbeidere (sveise- og platearbeid)
Pro,Produksjonsarbeider (platearbeid)
Spe,Spesialarbeider (platearbeid)
For,Formann (platearbeid)
Arb,Arbeidende formann (platearbeid)
Fag,Fagarbeider (platearbeid)
Stå,Stålplatearbeider
For,Formann (rigging og spleising)
Spe,Spesialarbeider (rigging og spleising)
Rig,Riggerassistent
Fag,Fagarbeider (rigging og spleising)
For,Formann (smed)
Byg,Bygningssmed
Ind,Industrismed
Ski,Skipssmed
Vog,Vognsmed
Fag,Fagarbeider (smed)
Spe,Spesialarbeider (smed)
Sme,Smedmester
Bør,Børsemakermester
Fag,Fagarbeider (børsemaker)
For,Formann (børsemaker)
Spe,Spesialarbeider (børsemaker)
Fag,Fagarbeider (låsesmed)
Lås,Låsmontør
Spe,Spesialarbeider (låsesmed)
For,Formann (låsesmed)
FMS,FMS-operatør
Ver,Verktøymaskinoperatør
Pro,Produksjonstilrettelegger (maskinarbeid)
Mod,Modellmekaniker
For,Formann (verktøymaker)
Ver,Verkstedmedarbeider CNC
Opp,Opplæringsbas (verksted)
Sli,Slipeoperatør
Mas,Maskinarbeider (spesialarbeider)
Mas,Maskinbrenner
For,Formann (maskinarbeider)
Fre,Freser
Mas,Maskinoperatør (verksted)
Mas,Maskinarbeider (fagarbeider)
Mas,Maskinarbeider (lærling)
Sag,Sagfiler
Sag,Sagbladstiller
Sli,Sliper
Mas,Maskinverktøystiller
Red,Redskapsskjerper
Sti,Stiller
Sag,Sagsliper
Bla,Bladretter
Dre,Dreieoperatør
Val,Valsedreier
Sli,Sliper (metall)
Met,Metallpusser
Kni,Knivsliper
Fre,Freser (metall)
Pol,Polerer (metall)
Spe,Spesialarbeider (bilmekaniker)
For,Formann (bilmekaniker)
Mek,Mekaniker (bil)
Fag,Fagarbeider (bilmekaniker)
Bil,Bilverkstedsmedarbeider
Bil,Bilinspektør (mekanisk bilverksted)
Ver,Verkstedarbeider (bil)
Ver,Verksmester (mekanisk bilverksted)
Bil,Biltester
Bil,Biltilpasser
Bil,Biltekniker
Ser,Servicekonsulent (lette kjøretøy)
Fag,Fagarbeider (bilverksted)
Arb,Arbeidende formann (bilmekaniker)
Rep,Reparatør (lette kjøretøyer)
Tek,Teknisk bilklargjører
Bil,Bilombygger
Bil,Bilopphugger
Bil,Bil-demontør
Rep,Reparatør (tunge kjøretøyer)
Las,Lastebilmekaniker
Tek,Teknisk rådgiver (tunge kjøretøy)
Bus,Bussmekaniker (tunge kjøretøy)
Slu,Sluttkontrollør (tunge kjøretøy)
Hju,Hjulutrustningsreparatør
Dek,Dekkpigger
Dek,Dekkreparatør
Mot,Motorsykkelmekaniker
Ver,Verksmester (bilgummiarbeid)
Ver,Verkstedarbeider (bilgummiarbeid)
Fly,Flyutstyrsmekaniker
Fly,Flytypeingeniør
Ver,Verkstedarbeider (flytekniske fag)
Spe,Spesialarbeider (flytekniske fag)
For,Formann (flytekniske fag)
Mas,Maskinmekaniker
Ser,Servicetekniker (anleggsmaskinmekanikk)
Ver,Verkstedarbeider (anleggsmaskinmekanikk)
Spe,Spesialarbeider (anleggsmaskinmekanikk)
Sto,Stortruckmekaniker
For,Formann (anleggsmaskinmekanikk)
Fag,Fagarbeider (anleggsmaskinmekanikk)
Ser,Servicemekaniker (anleggsmaskinmekanikk)
Smø,Smører (industri)
Rep,Reparatør (industrimekanikk)
Mek,Mekaniker (industri)
Ser,Servicemekaniker
Pro,Produksjonsmedarbeider (industri)
Mon,Montasjeleder
Jig,Jiggmedarbeider
Ski,Skiftleder (industri)
Tes,Testoperatør (industri)
Tur,Turbomekaniker
Hyd,Hydraulikkmekaniker
Mon,Montør (stålkonstruksjoner)
Por,Portmontør
Ver,Verkstedansvarlig (industrimekanikk)
Hyd,Hydrauliker
Ute,Utemontør (industrimekaniker)
Ver,Verkstedformann (industrimekanikk)
Mek,Mekaniker (industrimekanikk)
Kra,Kranmontør
Ver,Verkstedassistent
Ver,Verkstedarbeider (industrimekanikk)
Ver,Verkstedmedarbeider (mekanisk verksted)
Ver,Verksmester (industrimekanikk)
Ved,Vedlikeholdsarbeider (industrimekaniker)
Spe,Spesialarbeider (industrimekanikk)
Fag,Fagarbeider (industrimekanikk)
Spe,Spesialarbeider (landbruksmaskinmekanikk)
For,Formann (landbruksmaskinmekanikk)
Lan,Landbruksmekaniker
Fag,Fagarbeider (landbruksmaskinmekanikk)
Ver,Verkstedarbeider (landbruksmaskinmekanikk)
Fag,Fagarbeider (motormekanikk)
Mek,Mekaniker (motormekanikk)
Spe,Spesialarbeider (motormekanikk)
Mot,Motormontør
Ver,Verkstedarbeider (motormekanikk)
Mas,Maskininspektør
Lær,Lærling (produksjonsteknikk)
Baa,Baaderreperatør
Baa,Baadermekaniker
Ski,Skips-reparatør
Båt,Båtmotorreparatør
Båt,Båtreparatør
Ski,Skipsmekaniker
For,Formann (finmekanikk)
Spe,Spesialarbeider (finmekanikk)
Mon,Montør (finmekanikk)
Fag,Fagarbeider (finmekanikk)
For,Forskningstekniker (finmekanikk)
Ver,Verkstedarbeider (finmekanikk)
Ins,Instrumentreparatør (nautisk)
Ins,Instrumentmaker (nautisk)
Ins,Instrumentmontør (nautisk)
Opt,Optisk og geodetisk instrumentmaker
For,Formann (instrumentmaker- og reparatør)
Ins,Instrumentmontør (optisk og geodetisk)
Ins,Instrumentreparatør (optisk og geodetisk)
Ver,Verktøykontroller
Spe,Spesialarbeider (instrumentmaker- og reparatør)
Ins,Instrumentmaker (optisk og geodetisk)
Ins,Instrumentkontrollør
Fag,Fagarbeider (instrumentmaker- og reparatør)
Ort,Ortopeditekniker (protese-og ortose)
Ort,Ortopedimekaniker (protese- og ortose)
Sto,Storurmaker
Urm,Urmakermester
Lær,Lærling (optisk og geodetisk instrumentmaker)
Urm,Urmakerlærling
Blå,Blåseinstrumentmaker
Pia,Pianobygger
For,Formann (musikkinstrumentmaker)
Str,Strengeinstrumentmaker
Tre,Trekkspillbygger
Spe,Spesialarbeider (musikkinstrumentmaker)
Git,Gitarbygger
Fag,Fagarbeider (musikkinstrumentmaker)
Fio,Fiolinbygger
Pia,Pianoreparatør
Fly,Flygelreparatør
Ste,Stemmer
Org,Orgelstemmer
Søl,Sølvgravør
Mas,Maskingravør
Stå,Stålgravør
Gra,Gravørmester (gull- og sølvvarer)
Pro,Produksjonsarbeider (gull- og sølvvarer)
Fat,Fatter (gull- og sølvvarer)
For,Formann (gull- og sølvvarer)
Kor,Korpusmontør (gull- og sølvvarer)
Ham,Hammerarbeider (gull- og sølvvarer)
Gal,Galvanisør (gull- og sølvvarer)
Spe,Spesialarbeider (gull- og sølvvarer)
Ham,Hammerarbeider (gull)
Gul,Gullarbeider
Gal,Galvanisør (gull)
Skj,Skjemaker (gullsmedarbeider)
Gul,Gullsmedmester
Ham,Hammerarbeider (sølv)
Søl,Sølvemaljør
Gal,Galvanisør (sølv)
Kor,Korpusmontør (sølv)
Søl,Sølvtrykker
Sis,Siselør (sølvvarer)
Søl,Sølvsiselør
For,Formstøper (keramikk)
Fag,Fagarbeider (keramikk)
Stø,Støper (keramikk)
For,Formann (keramikk)
Fri,Frihåndsdreier (keramikk)
Mod,Modellør (keramikk)
Gla,Glasspolerer
Fin,Finsliper (glasshåndverk)
Fag,Fagarbeider (glasshåndverk)
For,Formann (glasshåndverk)
Gla,Glassformer
Gla,Glasskjærer
Gla,Glassgravør
Gla,Glasspresser
Gro,Grovsliper (glasshåndverk)
Gla,Glassblåser
Gla,Glassblåsermester
Bør,Børstemaker
Kur,Kurvmakermester
Kur,Kurvfletter
For,Formann (kurvmaker)
Fag,Fagarbeider (kurvmaker)
Tre,Treskjærermester
Bil,Billedskjærer (tre)
Hån,Håndbroderer
Bun,Bunadsyer
Vyt,Vytnesjæjja
Duo,Duojar
Vev,Vever (håndvev)
For,Formann (veving og husflidsproduksjon)
Fag,Fagarbeider (veving og husflidsproduksjon)
Hån,Håndstrikker
Gar,Gardinsyer
Ets,Etser (klisje)
Gra,Grafisk medarbeider (førtrykk)
Ret,Retusjør (grafiker)
Gra,Grafisk formgiver (førtrykk)
Pro,Produksjonsmedarbeider (grafiker førtrykk)
Tea,Teamleder (førtrykk)
Ski,Skiftleder (grafiker førtrykk)
Gra,Grafikermester
Med,Mediegrafiker
Ann,Annonsemottaker (førtrykk)
For,Formann (grafiker)
Fag,Fagarbeider (grafiker)
Før,Førtrykksmedarbeider
Gra,Grafikerlærling (førtrykk)
Rep,Reprodusørmester
Rep,Reprotekniker
Ska,Skanneransvarlig (førtrykk)
Sca,Scanneroperatør
Gra,Grafisk produksjonsleder
Spe,Spesialarbeider (grafisk trykker)
Ski,Skiftleder (trykking)
For,Formann (grafisk trykker)
Pre,Prepress-koordinator
